age,gender,education,marital_status,income,wealth_index,price_sensitivity,risk_perception,death_probability,trust_in_technology,ticket_price,flight_duration,comfort_expectation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,label
56,0,5,2,41501.523488737446,0.005348988694222845,0.14451522390695026,0.37933700786961716,0.0219555024759421,0.15097568151388074,2000000,5.038874995841512,0.031148434646939727,-0.509438944220231,-1.5458036763256162,-1.086882306594355,0.26834666743703567,-0.020081028879013117,0.48103681309431556,1.0496870190091954,-0.7425224425970892,-0.4949271205663885,-0.1878442228423257,-0.1837260521484019,2.0388849351552283,0.7207622445458199,2.0517650982021998,0.6674842531609496,-0.15031689835994166,0.5479501910965923,0.02964438811842016,-1.2405719324424849,0.7553093464485139,1.2852547622965917,-1.7605670992395135,0.8789807476822865,0.029432865091284132,-0.38701987665871496,1.0460286795301936,1.0627947971312683,-1.993932345772817,0.6832640144460939,0.869447727841933,0.5666194498631444,0
69,0,5,2,81039.33668279785,0.7482388061809001,0.13394121940000037,0.17192241932574226,0.028705652556187726,0.8063509758054337,250000,2.0912744091915156,0.890811413799246,-0.7027771659920036,0.12977573232761952,-0.4464547271529116,0.5667746812372123,0.06236948020465527,1.1691180434137616,-1.6425881343852125,0.9083664271640899,-0.2657821783948851,-0.43360798852124477,-0.15411695577847162,-1.9905179489431553,-2.234539612638957,0.011208238384341861,0.08597319385843098,0.7792974653425293,1.497982175869968,0.33079411879910153,0.45159696668937277,-0.2730559787028749,1.0347034233770467,-0.03956902932128771,0.12570927107705326,0.771460256504212,-0.5837892094820953,1.2972773125944275,-0.5834446925829601,-0.3486902934160057,-0.6949014131193125,-1.4609625052661763,1.1611623512700473,3
46,1,2,0,23439.535244873558,0.9030506531025154,0.943788889207958,0.4637907771848696,0.03730613386829458,0.46070552692137157,2000000,6.031609548483137,0.7698161594376934,0.9469371819552072,0.5390425910626099,-2.37322973285064,-1.3584292451072284,-0.6355572973670537,-2.26554779163971,-0.2467458755942907,0.7800059609916365,0.23813769177684987,0.8035848052548032,0.9582725823148273,-0.1841628774742773,-0.7723654783871149,-2.075316769306431,-0.3737690930065105,-0.6946798508770216,-0.8109496812343365,1.1157492396103363,2.413926930562437,0.813411254689834,-0.21638695128961227,-0.8403685809781154,0.3000026746432387,-1.2763875056960454,2.225489509191088,-0.7644875291720932,0.2909143210215852,-0.7668710769414537,-2.433742164720615,0.6833052280575233,-0.6465722147863048,0
32,1,2,1,29505.270910372576,0.13972056697895407,0.804202907297781,0.07672885439365665,0.03867429174541529,0.07531232345712979,250000,3.3853917584020836,0.2494158814023304,-0.17979835250529552,0.15160806864456286,-0.47542568912416716,-0.6140843151225307,1.6130807834767864,1.1137375141386876,-1.4130761271026409,-0.034682259045993494,0.2662572073877487,0.128412895109899,-0.4651628672054205,-0.2142074008243377,0.7956627044751856,-1.3868267606651243,-1.566901408409166,1.9282188775333484,0.571499967500953,-1.2530497934582303,-0.3686986730225257,-0.6537201092665157,0.9766770784340889,0.8108443442587571,-0.2727797849179111,-0.9784269986749018,-1.4575952083892307,-0.6280178527880781,-0.06295908970403925,-0.2778768751760641,-0.343113648640033,-0.9347558821201905,-1.457272028942449,0
60,1,5,1,141641.20866283154,0.09612585173215149,0.1806549020911703,0.24571857035331027,0.04600271962286633,0.719055397776866,500000,4.459897876862351,0.9811799531889756,0.48174103258762574,-0.1091385848457553,-0.20167802751111075,0.5196797005159772,0.7306027791124243,-1.710808116317977,-2.609899364183232,1.731252309290564,0.1151993446996325,0.1235174623658303,-0.5086954667974974,-0.15206625052425007,-0.6676616364607416,0.5582367416387417,-0.5986018139252923,0.00461607026025236,-1.9049832470769437,-1.2500004128819178,-1.9430268190390623,0.23487898178865352,0.8977865490245108,0.32973744822612155,-1.853913649096531,-1.5971669277360845,-0.4330421768900212,0.9751521001164376,0.22524664510226322,0.9614512252982453,1.6878473345796534,-1.8839167966082417,0.5085979428350106,2
25,1,1,1,48611.65649105899,0.4245726071859556,0.40656780790549096,0.24469616010566342,0.02139945516589157,0.2918519659165897,500000,1.156734135471034,0.17939035258961877,0.07590102288436813,-0.33058533845833193,-1.2944209715866946,-0.08422776241358294,0.8962785583732785,0.3087628210367523,0.36645180477525385,0.41251458077094677,-0.5735974236464758,-2.5438013006149998,-1.0216179545061546,1.2568012493966925,-1.2113909092353174,-1.7772272246375034,0.5191969805350971,0.5611437877711567,-1.765630959710782,1.3063148130291198,-0.45289564848263275,0.4004043376429877,-1.4541734441228489,-0.6290832030872479,-0.6736038476185984,0.836789645350817,-0.8902758997815937,-0.3243977589306258,0.100926544032454,1.4356753043744501,0.8012811910278205,0.2209495296670507,-0.2481491837418057,0
38,0,3,1,143195.38217758996,0.9336789061329351,0.35562199925756555,0.3727294203642797,0.01474120440996781,0.04888822950518523,1000000,4.44511529126095,0.9140866737044018,-0.09504200369292053,2.466588009341556,-1.0404850982458325,0.1876831350346359,-0.10330278363940919,2.3556289690884733,-0.1778111086311147,0.3562275463363117,1.0803366482547827,0.7565146031514791,-0.9095139925524633,-0.8884028757433097,-0.6807000870344443,0.49805108461267816,-0.040970121029351415,0.019013635735873655,-0.23694790092909956,1.6764903667527578,0.4899617001727386,-0.33502092386741483,-0.7862332640716245,-1.0026953040190236,0.044355781029427124,-0.8611198353332687,0.5178074337351447,1.1356243973830966,0.14614042075581096,0.15073137537552356,-1.568630710079358,1.3579644836765121,0.2396654594946744,0
56,0,3,0,57128.68333128651,0.5423865601904387,0.7910040740654073,0.11165826697996167,0.03201924691281311,0.9027510149740777,1000000,8.279209955219091,0.32447345832311114,-0.9467840637461963,-1.182569388528646,-0.22059852118080178,-0.8164937557141936,0.5112357322611427,-0.04254028842578179,-1.3970989328304888,0.24912024654008813,1.5253550836582002,0.6239749824625656,-1.3506057433544534,-1.9462531930006357,0.4462072759804356,-0.7799679610561256,1.1925308283388183,1.0186379447688925,-0.5786666836266698,-1.0440854224146305,0.3900209732629275,0.13410606522365578,0.5374845999087859,-1.0975692739413523,-0.6890575675646331,1.0016462784873517,-0.4139786130774661,-0.7819399407000746,-0.28554123480892973,-1.1840168045775283,0.6750993442350066,0.7117305627080777,0.19027688873114854,2
36,1,1,3,19828.217654832453,0.5274564637217322,0.5102129164781221,0.4657699051750481,0.020844822174048563,0.48310109209391006,2000000,5.884501302444294,0.7631467101641358,1.8121405873077656,0.8729219823572034,0.3562865483103014,0.12194697347162145,-0.8957046005985632,0.18001913941464184,-0.5166138579847797,-1.2622868177332438,-1.2884143150452518,-0.005416423109655338,-0.7030638025129891,-0.5342830514958794,-0.25340356344871556,1.1777161320057281,1.1277585323043287,-1.0628444993481119,1.0473397765652053,-0.8452235130764751,0.8384381464470237,0.6080406995907623,-0.48909124046350044,-0.5859080923381477,0.4852106323921325,-0.4617984392784291,-0.49897011412458087,-0.31184092520371853,0.025163665606677755,-0.38929490986656073,0.20843216779087045,-0.8817486867329578,0.1485176816373187,0
40,0,3,3,102256.59389935444,0.14112611829932187,0.12784973699346702,0.40286889135392423,0.029770462852053998,0.28096105317302156,250000,1.0882047424057393,0.4563765932479451,-1.4633936285052291,0.015422970888983768,-0.8908226680002443,0.11854589159173604,0.6662585402503062,-0.3102597139204678,0.44182522692931386,-0.8942798314073706,0.16426915594992011,0.8158477744640603,1.5935650113587139,-0.6678343360483474,-0.7249590586963148,0.16751286654443023,1.0852947222957294,1.571847527697836,1.1783439937527915,0.5455611650869397,-0.593794530620026,-1.0824331927637023,-0.7072394155089806,1.3637304639110546,-1.4640233197101846,0.0037387616521917023,0.641772591432472,0.518602542388163,-0.27280467273267667,-0.7723803473140405,-0.37493358914257074,2.796475068698039,-0.41357870022165927,0
